exp,epoch,loss,accuracy,similarity,mean
1,185,1.4998596787452698,0.5131392045454546,0.2532145380973816,0.28412872552871704
1,190,1.4575169444084168,0.5220170454545454,0.24632330238819122,0.27451831102371216
1,195,1.487976109981537,0.5072798295454546,0.2548788785934448,0.2843485474586487
1,200,1.4688218832015991,0.51953125,0.25141438841819763,0.28192830085754395
1,205,1.4687758922576903,0.521484375,0.2580568492412567,0.2907072603702545
1,210,1.4556422233581543,0.52734375,0.25051379203796387,0.2806108295917511
1,215,1.439989483356476,0.525390625,0.25081419944763184,0.2830314040184021
1,220,1.44384446144104,0.5268110795454546,0.2529515326023102,0.28225523233413696
1,225,1.435821294784546,0.5266335227272727,0.26229339838027954,0.2961339056491852
1,230,1.4363622665405273,0.5257457386363636,0.25130295753479004,0.28365254402160645
1,235,1.403851294517517,0.5408380681818182,0.249752476811409,0.2795083522796631
1,240,1.4082593083381654,0.5452769886363636,0.25351494550704956,0.2855302095413208
1,245,1.4217346906661987,0.5287642045454546,0.2534615397453308,0.2854222059249878
1,250,1.4078403949737548,0.5349786931818182,0.2564319968223572,0.29184162616729736
1,255,1.42288681268692,0.5323153409090909,0.26335376501083374,0.29983529448509216
1,260,1.406816291809082,0.5363991477272727,0.25295037031173706,0.28294211626052856
1,265,1.39516282081604,0.5433238636363636,0.25726574659347534,0.2911786735057831
1,270,1.3753278017044068,0.5530894886363636,0.2565159797668457,0.29196596145629883
1,275,1.3847673892974854,0.5465198863636364,0.2534468472003937,0.2886635363101959
1,280,1.3886812686920167,0.5461647727272727,0.2546447515487671,0.28642305731773376
1,285,1.381739044189453,0.5497159090909091,0.25541794300079346,0.28869616985321045
1,290,1.3469198346138,0.5557528409090909,0.2527104616165161,0.28240078687667847
1,295,1.3684218764305114,0.5532670454545454,0.2534183859825134,0.2832406461238861
1,300,1.3653207778930665,0.5594815340909091,0.2462283819913864,0.2778303623199463
1,305,1.3568763375282287,0.5598366477272727,0.2532784640789032,0.2841627895832062
1,310,1.3491545557975768,0.55859375,0.24209460616111755,0.271052747964859
1,315,1.3383583903312684,0.5680042613636364,0.24878308176994324,0.28090864419937134
1,320,1.3403131365776062,0.5642755681818182,0.2446829080581665,0.2730657160282135
1,325,1.3403444051742555,0.5630326704545454,0.25139233469963074,0.28262385725975037
1,330,1.340969204902649,0.5660511363636364,0.2511409521102905,0.2814546525478363
1,335,1.3361884832382203,0.568359375,0.2392822951078415,0.26783663034439087
1,340,1.3355807304382323,0.5646306818181818,0.2427850216627121,0.2728707194328308
1,345,1.3533751368522644,0.5603693181818182,0.25469356775283813,0.28484034538269043
1,350,1.3289183616638183,0.5593039772727273,0.2475719451904297,0.2768099308013916
1,355,1.3240169644355775,0.5703125,0.2465457171201706,0.2765890061855316
1,360,1.331344985961914,0.5656960227272727,0.2507035434246063,0.28102579712867737
1,365,1.3051684617996215,0.5797230113636364,0.2500963509082794,0.2794826328754425
1,370,1.3179944634437561,0.5658735795454546,0.2459423542022705,0.2747949957847595
1,375,1.3299849390983582,0.5692471590909091,0.24306897819042206,0.27237021923065186
1,380,1.3191740036010742,0.572265625,0.2379026859998703,0.265946626663208
1,385,1.2928109526634217,0.5901988636363636,0.24745401740074158,0.2754461467266083
1,390,1.3104675531387329,0.5829190340909091,0.24509696662425995,0.2714625298976898
1,395,1.290813970565796,0.5859375,0.24295619130134583,0.27069908380508423
1,400,1.3011037588119507,0.5790127840909091,0.2428346425294876,0.27139443159103394
1,405,1.285818374156952,0.5893110795454546,0.24416473507881165,0.27365362644195557
1,410,1.2742225527763367,0.5912642045454546,0.24685975909233093,0.2774226665496826
1,415,1.2992666959762573,0.5768821022727273,0.23163099586963654,0.2564481794834137
1,420,1.272484815120697,0.5843394886363636,0.23680034279823303,0.264545202255249
1,425,1.306907558441162,0.5765269886363636,0.24365778267383575,0.2714384198188782
1,430,1.2834444761276245,0.5981889204545454,0.23688443005084991,0.26226070523262024
1,435,1.2742576122283935,0.5807883522727273,0.2356104850769043,0.2639383375644684
1,440,1.2655143022537232,0.5955255681818182,0.2431412637233734,0.27154821157455444
1,445,1.2694126844406128,0.5905539772727273,0.2406768798828125,0.2672528028488159
1,450,1.2689680576324462,0.5836292613636364,0.24200066924095154,0.26985543966293335
1,455,1.2747240662574768,0.5861150568181818,0.23440924286842346,0.26059406995773315
1,460,1.2571511268615723,0.5882457386363636,0.2295801192522049,0.2543039321899414
1,465,1.2615835309028625,0.5914417613636364,0.22796234488487244,0.25166159868240356
1,470,1.2723346471786499,0.5916193181818182,0.23998674750328064,0.2677021622657776
1,475,1.252582609653473,0.5884232954545454,0.24915996193885803,0.27845364809036255
1,480,1.2518622636795045,0.5921519886363636,0.23775580525398254,0.26378488540649414
1,485,1.2400472283363342,0.6036931818181818,0.2414560765028,0.26842257380485535
1,490,1.2368220448493958,0.6036931818181818,0.2409033477306366,0.26682233810424805
1,495,1.2363841533660889,0.5962357954545454,0.23797407746315002,0.2659974992275238
1,500,1.236527156829834,0.5992542613636364,0.24036255478858948,0.2693583369255066
1,505,1.2332695960998534,0.603515625,0.24361960589885712,0.2700442671775818
1,510,1.24604229927063,0.6006747159090909,0.24071145057678223,0.2682386338710785
1,515,1.2375648260116576,0.5988991477272727,0.2413388192653656,0.2656570076942444
1,520,1.2434600114822387,0.5944602272727273,0.2367415726184845,0.2609013617038727
1,525,1.2283794045448304,0.6019176136363636,0.24252648651599884,0.26724973320961
1,530,1.2491934299468994,0.6010298295454546,0.23626475036144257,0.2612178921699524
1,535,1.23693186044693,0.5994318181818182,0.24229712784290314,0.26792627573013306
1,540,1.225256872177124,0.6029829545454546,0.23967981338500977,0.26754480600357056
1,545,1.198330545425415,0.6127485795454546,0.23848076164722443,0.26409393548965454
1,550,1.2016379356384277,0.6111505681818182,0.2327076494693756,0.2572278082370758
1,555,1.2164430737495422,0.6045809659090909,0.2384842336177826,0.2650832533836365
1,560,1.2150914669036865,0.6109730113636364,0.23852738738059998,0.26552194356918335
1,565,1.217273437976837,0.6088423295454546,0.23910152912139893,0.2629089653491974
1,570,1.225152349472046,0.6020951704545454,0.24190187454223633,0.26916298270225525
1,575,1.2327143788337707,0.6077769886363636,0.2358054220676422,0.26168784499168396
1,580,1.2043191194534302,0.6147017045454546,0.2386273443698883,0.26567965745925903
1,585,1.2085001945495606,0.6139914772727273,0.23455257713794708,0.26051244139671326
1,590,1.1895890474319457,0.6157670454545454,0.23250465095043182,0.2587684988975525
1,595,1.1905033469200135,0.6157670454545454,0.23739095032215118,0.26045313477516174
1,600,1.2053690671920776,0.6143465909090909,0.23816156387329102,0.26563671231269836
1,605,1.172483080625534,0.6214488636363636,0.22953267395496368,0.2534123957157135
1,610,1.1736575007438659,0.6244673295454546,0.2300366908311844,0.2534245550632477
1,615,1.1656559228897094,0.626953125,0.22800374031066895,0.24919874966144562
1,620,1.184960037469864,0.6166548295454546,0.22988562285900116,0.2521103024482727
1,625,1.179885995388031,0.6223366477272727,0.2352694720029831,0.25893163681030273
1,630,1.1798647344112396,0.6209161931818182,0.236602783203125,0.2606200873851776
1,635,1.1966496586799622,0.6109730113636364,0.22661247849464417,0.24873343110084534
1,640,1.153379637002945,0.6265980113636364,0.23644694685935974,0.2605074346065521
1,645,1.185386562347412,0.6248224431818182,0.2311200201511383,0.2560064196586609
1,650,1.1754785418510436,0.6219815340909091,0.23517830669879913,0.25987860560417175
